NUMERO,PERGUNTA,RESP1,RESP2,RESP3,RESP4,CERTA,TIPO,FLAG,JA_FOI,MATERIA
1346,"QUAL DESSES APARELHOS É UTILIZADO PARA AGITAR O INGREDIENTES DE UMA MASSA DE BOLO?","FURADEIRA","BATEDEIRA","TORRADEIRA","BRITADEIRA","2","A",,"N","C"
1332,"QUAL É A ORIGEM DAS ABELHAS-AFRICANAS?","JAPÃO","ARGENTINA","EGITO","ÁFRICA","4","A",,"N","C"
1344,"QUAL DESTAS PLANTAS NÃO É UTILIZADA COMO CHÁ?","CAMOMILA","MATE","ERVA-CIDREIRA","GRÃO-DE-BICO","4","A",,"N","C"
1356,"QUAL DESTAS NÃO É UMA RAÇA DE CAVALO?","QUARTO-DE-MILHA","MANGA-LARGA","ANDALUZ","NELORE","4","A",,"N","C"
1342,"QUAL DESTAS NÃO É UMA FASE DA LUA?","NOVA","MINGUANTE","CRESCENTE","VELHA","4","A",,"N","C"
1341,"QUAL DESTAS NÃO É UMA COBRA?","NAJA","SERIEMA","SUCURI","JARARACA","2","A",,"N","C"
1340,"QUAL DESSES ÓRGÃOS NÃO SE ENCONTRA NO ABDOME?","BEXIGA","FÍGADO","CÉREBRO","ESTÔMAGO","3","A",,"N","C"
1339,"QUAL DESSES NOMES NÃO É RELATIVO AO CORPO HUMANO?","DERME","EPIDERME","PAQUIDERME","ANTICORPO","3","A",,"N","C"
1338,"QUAL DESSES NÃO É UM OSSO?","RÁDIO","ORQUÍDEA","FÊMUR","MARTELO","2","A",,"N","C"
1337,"QUAL DESSES NÃO É UM ANIMAL TIPICAMENTE AQUÁTICO?","ÁGUA-VIVA","SALMÃO","MICO","GOLFINHO","3","A",,"N","C"
1336,"QUAL DESTES ALIMENTOS NÃO É DERIVADO DO LEITE?","COALHADA","QUEIJO","BATATA","MANTEIGA","3","A",,"N","C"
1335,"QUAL DESSES ITENS NÃO É UM DOS CINCO SENTIDOS HUMANOS?","CARDÍACO","OLFATO","AUDIÇÃO","TATO","1","A",,"N","C"
1334,"QUAL DESTES ALIMENTOS NÃO É UMA FRUTA?","ABACATE","JACA","LIMÃO","SALSA","4","A",,"N","C"
1368,"QUAL DESSES ANIMAIS É MUITO RESISTENTE À FALTA DE ÁGUA, AO CALOR E À FADIGA?","CAMELO","CAVALO-MARINHO","BAGRE","BONSAI","1","A",,"N","C"
1343,"QUAL DESSES ANIMAIS CARREGA SEUS FILHOTES EM UMA BOLSA PARA QUE TERMINEM DE CRESCER?","RINOCERONTE","CACHORRO","ZEBRA","CANGURU","4","A",,"N","C"
1345,"QUAL DESSES ANIMAIS  É UMA AVE?","ESQUILO","COALA","CANGURU","PINGÜIM","4","A",,"N","C"
1380,"QUAL DESSAS SUBSTÂNCIA NÃO É UM COMBUSTÍVEL?","ÁLCOOL","ÁGUA GASOSA","GASOLINA","QUEROSENE","2","A",,"N","C"
1379,"QUAL DESSAS PLANTAS É TIPICAMENTE BRASILEIRA?","PALMEIRA","TULIPA","LOURO","OLIVEIRA","1","A",,"N","C"
1378,"QUAL DESSAS NÃO É UMA PLANTA?","TRÊS-MARIAS","PALMA-DE-SANTA-RITA","LOUVA-A-DEUS","AMOR-PERFEITO","3","A",,"N","C"
1377,"QUAL DESSAS MATÉRIAS FAZ PARTE DA FÍSICA?","LITERATURA","TEOLOGIA","GRAMÁTICA","ÓTICA","4","A",,"N","C"
1376,"QUAL DESSAS LIGAÇÕES NÃO É QUÍMICA?","LIGAÇÃO SIGMA","LIGAÇÃO DDD","LIGAÇÃO COVALENTE","LIGAÇÃO IÔNICA","2","A",,"N","C"
1375,"QUAL DESSAS FRUTAS ESTÁ NO GRUPO DAS CÍTRICAS?","PÊRA","LIMÃO","MAÇÃ","FIGO","2","A",,"N","C"
1374,"QUAL DESSES MATERIAIS NÃO É CONDUTOR DE ELETRICIDADE?","MADEIRA","COBRE","FERRO","OURO","1","A",,"N","C"
1373,"QUAL DESTES NÃO É UM FRUTO?","TÂMARA","CASTANHA-DO-PARÁ","NOZ","AIPO","4","A",,"N","C"
1372,"QUAL É A GRANDE AVE QUE INGERE PEDRA?","AVESTRUZ","PARDAL","BEIJA-FLOR","PERIQUITO","1","A",,"N","C"
1371,"QUAL É A FUNÇÃO DO ""AIRBAG"" NOS AUTOMÓVEIS?","LOCOMOÇÃO","COMBUSTÍVEL","PROTEÇÃO","COMUNICAÇÃO","3","A",,"N","C"
1357,"QUAL É A FÊMEA DO CÃO?","CÃ","CADÊNCIA","CADELA","CÂNULA","3","A",,"N","C"
1369,"QUAL É A CONSTRUÇÃO QUE LIGA AS MARGENS OPOSTAS DE UM CURSO DE ÁGUA?","CORDILHEIRA","TRAMPOLIM","PONTE","ENCOSTA","3","A",,"N","C"
1381,"QUAL É A CIÊNCIA QUE ESTUDA OS SERES VIVOS E AS LEIS DA VIDA?","GEOLOGIA","ANTOLOGIA","BIOLOGIA","GEOGRAFIA","3","A",,"N","C"
1367,"QUAL É A ÁRVORE QUE DÁ ORIGEM A FRUTA CHAMADA DE JAMBO?","JAMBEIRO","JANGADEIRO","JANGADENSE","JANGÃO","1","A",,"N","C"
1366,"QUAL É A ÁGUA USADA COMO ANTI-SÉPTICO?","ÁGUA BORICADA","ÁGUA DE ROSAS","ÁGUA DE CAL","ÁGUA TÔNICA","1","A",,"N","C"
1365,"QUAL É A AERONAVE QUE VOA SEM PROPULSÃO DE MOTOR?","PLANADOR","JATO","JUMBO","HELICÓPTERO","1","A",,"N","C"
1364,"QUAL DOS ITENS ABAIXO É UM VEÍCULO QUE POSSUI MOTOR Á COMBUSTÃO?","MOTOCICLETA","BICICLETA","TRICICLO","SKATE","1","A",,"N","C"
1363,"QUAL DESTAS SUBSTÂNCIAS DESTRÓI BACTÉRIAS?","FUNGICIDA","PRAGUICIDA","INSETICIDA","BACTERICIDA","4","A",,"N","C"
1362,"QUAL DESTES NOMES TAMBÉM É DADO AOS FUNGOS?","CASCO","MOGNO","MOFO","CEDRO","3","A",,"N","C"
1361,"QUAL DESTES MATERIAIS FLUTUA NA ÁGUA?","CHUMBO","BÓIA","PEDRA","FERRO","2","A",,"N","C"
1360,"QUAL DESTES ANIMAIS TEM O PESCOÇO MAIS COMPRIDO?","GIRAFA","LHAMA","ELEFANTE","CAMELO","1","A",,"N","C"
1359,"QUAL DESTES ANIMAIS PODE REGENERAR PARTES DO CORPO?","LAGARTIXA","CACHORRO","MORCEGO","ESQUILO","1","A",,"N","C"
1209,"QUAL DESTES ANIMAIS NÃO VOA?","PARDAL","MICO","ÁGUIA","BEIJA-FLOR","2","A",,"N","C"
1405,"QUAL DESTES ANIMAIS NÃO É UM REPRESENTANTE DA FAUNA BRASILEIRA?","CAPIVARA","ARARA-AZUL","LOBO-GUARÁ","CANGURU","4","A",,"N","C"
1243,"QUAL DESTES ANIMAIS NÃO É UM MACACO?","ORANGOTANGO","SAGÜI","CHIMPANZÉ","FLAMINGO","4","A",,"N","C"
1107,"QUAL DESTES ANIMAIS É VENENOSO?","ESCORPIÃO","CACHORRO","GATO","COELHO","1","A",,"N","C"
1106,"QUAL DESTES ANIMAIS É UM TÍPICO HABITANTE DAS CAVERNAS?","CAMELO","MORCEGO","ZEBRA","BÚFALO","2","A",,"N","C"
1105,"QUAL DESTES ANIMAIS É INCAPAZ DE VER E OUVIR?","PEIXE","MINHOCA","CÃO","COIOTE","2","A",,"N","C"
1104,"QUAL DOS CINCO SENTIDOS É O RESPONSÁVEL PELO SABOR?","OLFATO","TATO","PALADAR","AUDIÇÃO","3","A",,"N","C"
1990,"ONDE SE LOCALIZA A PLACENTA?","INTESTINO","PÂNCREAS","ESÔFAGO","ÚTERO","4","B",,"N","C"
1989,"OS PANDAS SE ALIMENTAM DE QUÊ?","INSETOS","BAMBU","AMENDOIM","NOZES","2","B",,"N","C"
1988,"OS CACTOS SÃO PLANTAS TÍPICAS DE REGIÕES DE CLIMA:","ÁRIDO","ÚMIDO","CHUVOSO","GLACIAL","1","B",,"N","C"
1987,"OS ALVÉOLOS SÃO CÉLULAS DE QUE ÓRGÃO HUMANO?","CORAÇÃO","INTESTINO","RIM","PULMÃO","4","B",,"N","C"
1986,"ONDE SE APLICA UMA INJEÇÃO INTRAVENENOSA?","OSSO","VEIA","CARTILAGEM","MÚSCULO","2","B",,"N","C"
1985,"ONDE FICA O OSSO RÓTULA?","PESCOÇO","JOELHO","OMBRO","MÃO","2","B",,"N","C"
1975,"OLFATO, PALADAR, AUDIÇÃO, TATO E VISÃO FAZEM PARTE DO SISTEMA...","REPRODUTOR","CARDÍACO","SENSORIAL","DIGESTIVO","3","B",,"N","C"
1983,"O QUE É RESPONSÁVEL PELA FOTOSSÍNTESE?","BACTÉRIA","CLOROFILA","CARBONO","CIANÓFITA","2","B",,"N","C"
1992,"O QUE ESTUDA A ANTROPOLOGIA ?","OS RÉPTEIS","O HOMEM","OS ANIMAIS","AS AVES","2","B",,"N","C"
1981,"O QUE É RETINOL?","ESPÉCIE DE REDE","COLÍRIO","SUPOSITÓRIO","VITAMINA A","4","B",,"N","C"
1980,"O TERRENO ONDE CRESCEM VÁRIAS ÁRVORES FRUTÍFERAS PODE SER CHAMADO DE:","CACHO","ARQUIPELÁGO","CANAVIAL","POMAR","4","B",,"N","C"
1979,"O QUE ESTUDA A CINOLOGIA?","ABELHAS","MOVIMENTOS","CÃES","PAÍSES","3","B",,"N","C"
1978,"O TÍNER É UMA SUBSTÂNCIA:","RÍGIDA","ELÁSTICA","SOLVENTE","INFLÁVEL","3","B",,"N","C"
1976,"O QUE É O BÍCEPS?","UMA CÉLULA","UMA VITAMINA","UM MÚSCULO","UM OSSO","3","B",,"N","C"
2001,"NO UNIVERSO DA INTERNET,""CHAT"" É O MESMO QUE?","SITE DE BUSCA","BATE-PAPO","CORREIO ELETRÔNICO","VIDEO GAME","2","B",,"N","C"
2003,"NOS SERES HUMANOS, A TRAQUÉIA FAZ PARTE DE QUAL SISTEMA?","DIGESTIVO","URINÁRIO","NEUROLÓGICO","RESPIRATÓRIO","4","B",,"N","C"
1984,"O COMETA TAMBÉM PODE SER CHAMADO DE ?","ESTRELA-DE-RABO","ESTRELA-DO-MAR","ESTRELA DA MANHÃ","ESTRELA DA TARDE","1","B",,"N","C"
2009,"O COALA É UM ANIMAL CARACTERÍSTICO DE QUAL PAÍS?","ARGENTINA","SUÉCIA","JAPÃO","AUSTRÁLIA","4","B",,"N","C"
2008,"O CENTAURO É UMA FIGURA MITOLÓGICA METADE HOMEM E METADE...","CAVALO","LEÃO","PEIXE","URSO","1","B",,"N","C"
2007,"O CAVALO É UM ANIMAL QUE PERTENCE AO GRUPO DOS:","CRUSTÁCEOS","EQÜINOS","SUÍNOS","BOVINOS","2","B",,"N","C"
2006,"O CANGURU É UM ANIMAL DE QUE TIPO?","HERBÍVORO","CARNÍVORO","ONÍVORO","OVÍPARO","1","B",,"N","C"
2005,"O BACU-DE-PEDRA É UMA ESPÉCIE DE QUÊ?","ARACNÍDEO","MAMÍFERO","PEIXE","AVE","3","B",,"N","C"
1909,"O LÁPARO É FILHOTE DE QUE ANIMAL?","TIGRE","LEÃO","COELHO","RATO","3","B",,"N","C"
1993,"O ACÚMULO ANORMAL DE LÍQUIDO NOS TECIDOS CELULARES CHAMA-SE:","CISTITE","EDEMA","OSSO","ÍNGUA","2","B",,"N","C"
1958,"O LEITE POBRE EM GORDURA É O:","LEITE INTEGRAL","LEITE DESNATADO","LEITE DE VACA","LEITE GORDO","2","B",,"N","C"
2002,"NO HORÁRIO DE VERÃO, QUANTAS HORAS SÃO ADIANTADAS PELOS ESTADOS BRASILEIROS?","UMA HORA","DUAS HORAS","TRÊS HORAS","QUATRO HORAS","1","B",,"N","C"
2011,"NO HOMEM, COMO É CHAMADO O CONJUNTO DOS SISTEMAS ÓSSEO E MUSCULAR?","APARELHO CIRCULATÓRIO","APARELHO DIGESTIVO","APARELHO FONADOR","APARELHO LOCOMOTOR","4","B",,"N","C"
2000,"MEDIMARÍMETRO É UM INSTRUMENTO QUE  DETERMINA O NÍVEL DO ...","TEMPORAL","MAR","ESPAÇO","AR","2","B",,"N","C"
1999,"MASSA, PESO, INÉRCIA, FAZEM PARTE DA:","GEOGRAFIA","LITERATURA","FÍSICA","HISTÓRIA","3","B",,"N","C"
1998,"MAIS DE 90% DA PRODUÇÃO BRASILEIRA DE ENERGIA ELÉTRICA É DE ORIGEM:","TERMELÉTRICA","NUCLEAR","SOLAR","HIDRÁULICA","4","B",,"N","C"
1997,"INÉRCIA É UMA LEI DE:","NEWTON","LAMARCK","DARWIN","PASTEUR","1","B",,"N","C"
1996,"O ALMÍSCAR É UMA SECREÇÃO ANIMAL MUITO UTILIZADA NA:","PERFUMARIA","COZINHA","FERTILIZAÇÃO","RAÇÃO","1","B",,"N","C"
1995,"O QUE A AMEBA É?","PROTOZOÁRIO","BACTÉRIA","FUNGO","VÍRUS","1","B",,"N","C"
1966,"O QUE É MANDÍBULA?","REGIÃO DO ABDOME","OSSO DA FACE","DOENÇA","RITUAL","2","B",,"N","C"
2010,"O QUE É LUNETA?","CORPO LUNAR","TELESCÓPIO REFRATOR","PESSOA NEURÓTICA","CALENDÁRIO","2","B",,"N","C"
1982,"O QUE É LACTENTE?","DERIVADO DO LEITE","QUEM AINDA MAMA","QUE PRODUZ LEITE","QUEIJO-DE-MINAS","2","B",,"N","C"
1955,"O QUE É JADE?","FRUTO","FLOR","MINERAL","MAMÍFERO","3","B",,"N","C"
1954,"O QUE É INCINERAÇÃO?","ATO DE QUEIMAR","ATO DE DEPOSITAR","ATO DE INJETAR","ATO DE SUGAR","1","B",,"N","C"
1953,"O QUE É HIPERTERMIA?","DEFEITO VISUAL","PRESSÃO ALTA","ELEVAÇÃO DE TEMPERATURA","PRESSÃO BAIXA","3","B",,"N","C"
1952,"O QUE É ESTROGÊNO?","DOENÇA","ANIMAL","HORMÔNIO","PLANTA","3","B",,"N","C"
1951,"O DIAMANTE É FEITO DE:","METAL ALCALINO","CARBONO","CRISTAL DURO","METAL PESADO","2","B",,"N","C"
1950,"O QUE A ÓPTICA ESTUDA?","A LUZ","O SOM","O CALOR","A VIDA","1","B",,"N","C"
1949,"O QUE É METAMORFOSE?","TRANSFORMAÇÃO","METÁFORA","SONOLÊNCIA","FOBIA","1","B",,"N","C"
1939,"O PORAQUÊ É UM:","PEIXE-ELÉTRICO","PEIXE-ESPADA","PEIXE-BOI","PEIXE-ESPINHO","1","B",,"N","C"
1947,"O POLÍMERO É MATÉRIA-PRIMA DE QUAL DESSES PRODUTOS?","PLÁSTICO","PAPEL","AÇO","VIDRO","1","B",,"N","C"
1956,"O PERÍODO QUE CESSA A CAPACIDADE REPRODUTIVA DAS MULHERES É CHAMADO DE:","MENARCA","AMENORRÉIA","ANDROPAUSA","MENOPAUSA","4","B",,"N","C"
1945,"O MÉTODO DE ENSINO APLICADO A ANIMAIS DENOMINA-SE:","APROEJAMENTO","ADESTRAMENTO","APRESSURAMENTO","AMESTRIA","2","B",,"N","C"
1944,"O MAGNETÍSMO REFERE-SE À:","MAGNATA","MAGENTA","MAGNÂNIMO","ÍMÃ","4","B",,"N","C"
1943,"O QUE É ALIÁ?","MULHER ALIENÍGENA","SEGUIDORA DE ALÁ","FÊMEA DE ELEFANTE","MULHER ALIADA","3","B",,"N","C"
1942,"HIPERTENSÃO REFERE-SE A QUÊ?","PRESSÃO BAIXA","PRESSÃO NORMAL","PRESSÃO OSCILANTE","PRESSÃO ALTA","4","B",,"N","C"
1941,"COMO É A CHAMADA A ZONA DE TRANSIÇÃO ENTRE A LUZ E A SOMBRA?","BRILHO","PENUMBRA","ESCURIDÃO","LUMINOSIDADE","2","B",,"N","C"
1964,"COMO SÃO CHAMADOS OS RESTOS PETRIFICADOS DE ANIMAIS DE ÉPOCAS PASSADAS?","VERTEBRADOS","FÓSSEIS","RÉPTEIS","INSETOS","2","B",,"N","C"
1946,"COMO SÃO CHAMADOS OS ANIMAIS QUE SE ALIMENTAM DE PLANTAS?","HERBÍVOROS","CARNÍVOROS","ONÍVOROS","LACTANTES","1","B",,"N","C"
1948,"COMO SÃO CHAMADAS AS CONTRAÇÕES INVOLUNTÁRIAS DO DIAFRAGMA?","ESPIRRO","TOSSE","SOLUÇO","PISCO","3","B",,"N","C"
1973,"COMO É CHAMADO O MEDICAMENTO COMERCIALIZADO COM O SEU NOME TÉCNICO?","GENÉTICO","GENÉRICO","GENOMA","GÊNICO","2","B",,"N","C"
1972,"COMO É CHAMADA A PARTE LÍQUIDA COAGULÁVEL DO SANGUE?","MEMBRANA PLASMÁTICA","CITOPLASMA","OXIGÊNIO","PLASMA","4","B",,"N","C"
1971,"COMO É CHAMADA A CIÊNCIA QUE ESTUDA OS ÓVNIS?","BIOLOGIA","FILOSOFIA","UFOLOGIA","GEOLOGIA","3","B",,"N","C"
1970,"COMO É CHAMADA A CÉLULA SEXUAL FEMININA?","OVÁRIO","ÓVULO","OVO","TROMPA","2","B",,"N","C"
1969,"COMO É CHAMADA A ""BOCA"" DO VULCÃO?","VALE","CRATERA","POÇO","CISTERNA","2","B",,"N","C"
1968,"COMO SE CHAMA O ALIMENTO EXTRAÍDO PELAS PLANTAS DO SOLO ?","CELULOSE","SEIVA","MITOSE","CLOROFILA","2","B",,"N","C"
1967,"CARDIOPATA É O MESMO QUE:","CORONÁRIA","CARDIÓLOGO","CARDÍACO","CARDIOLOGISTA","3","B",,"N","C"
1957,"CALCANHAR DE AQUILES É USADO PARA DESIGNAR:","PONTO DE DISCÓRDIA","PARTE VULNERÁVEL","ELEVAÇÃO DO PÉ","LARGURA DOS PASSOS","2","B",,"N","C"
1965,"AUMENTAR AS DIMENSÕES OU O VOLUME DE UM MATERIAL  É :","DILATAR","ESTICAR","ESTREITAR","REDUZIR","1","B",,"N","C"
1974,"ATRAVÉS DE QUE PROCESSO PODEMOS SEPARAR A ÁGUA DA AREIA?","FILTRAÇÃO","SOLIDIFICAÇÃO","EMULSÃO","LIQUEFAÇÃO","1","B",,"N","C"
1963,"AS ONDAS V.H.F E U.H.F SÃO UTILIZADAS:","PELA REVISTA","PELA TELEVISÃO","PELA LÂMPADA","PELO AUTOMÓVEL","2","B",,"N","C"
1962,"AS MINHOCAS SÃO:","ARACNÍDEO","HERMAFRODITAS","HOMOSSEXUAIS","HETEROSSEXUAIS","2","B",,"N","C"
1961,"AS ÁRVORES QUE NÃO PERDEM SUAS FOLHAS NO OUTONO, SÃO TAMBÉM CHAMADAS DE:","VIÇOSAS","FLORIDAS","SEMPRE-VERDES","NATIVAS","3","B",,"N","C"
1960,"COMO É CHAMADA A ACELERAÇÃO ANORMAL DO RITMO CARDÍACO?","BRADICARDIA","EMBOLIA","TROMBOSE","TAQUICARDIA","4","B",,"N","C"
1959,"DE QUE PLANTA É FEITA A CERVEJA?","ARROZ","CEVADA","FEIJÃO","BATATA","2","B",,"N","C"
2013,"HEMATOLOGISTA É O MÉDICO QUE TRATA DOENÇAS...","DO SANGUE","DA PELE","DO PULMÃO","DOS DEDOS","1","B",,"N","C"
1940,"GASTROENTEROLOGISTA É O MÉDICO QUE TRATA AS DOENÇAS...","DO APARELHO RESPIRATÓRIO","DOS OLHOS","DA PELE","DO APARELHO DIGESTIVO","4","B",,"N","C"
1994,"ERITRÓPODE É UM SER CUJOS PÉS SÃO:","VERMELHOS","AMARELOS","BRANCOS","NEGROS","1","B",,"N","C"
2064,"EM QUE SE DIVIDE A TRAQUÉIA NO CORPO HUMANO?","BARRIGAS","PERNAS","CABEÇAS","BRÔNQUIOS","4","B",,"N","C"
2063,"EM QUANTOS HEMISFÉRIOS ESTÁ DIVIDIDO O CÉREBRO HUMANO?","TRÊS","QUATRO","SEIS","DOIS","4","B",,"N","C"
2062,"EM QUAL RELAÇÃO ECOLÓGICA UM SER VIVO MATA O OUTRO PARA ALIMENTAR-SE?","INQUILINISMO","MUTUALISMO","PREDATISMO","PARASITISMO","3","B",,"N","C"
2061,"DOS ANIMAIS ABAIXO QUAL É HERMAFRODITA?","COELHO","MINHOCA","CACHORRO","GATO","2","B",,"N","C"
2060,"COMO SÃO CHAMADOS OS TRAÇOS QUE DEFINEM O ROSTO HUMANO?","VINCOS","FEIÇÕES","CILHAS","CIFRAS","2","B",,"N","C"
2059,"DE QUE PLANTA GERALMENTE OS ÍNDIOS EXTRAÍAM A TINTA?","BABOSA","BOLDO","URUCUM","GENGIBRE","3","B",,"N","C"
2058,"COMO SE CHAMA A VÁLVULA ONDE SE LIGAM MANGUEIRAS PARA APAGAR INCÊNDIOS?","HIDROSFERA","HIATO","HIDRANTE","HIDRATO","3","B",,"N","C"
2048,"DE QUE ANIMAL SE RETIRA O MARFIM?","ELEFANTE","FORMIGA","MACACO","TAMANDUÁ","1","B",,"N","C"
2056,"DE QUAL ÓRGÃO A PLEURA FACILITA O MOVIMENTO?","PULMÃO","RIM","ESTÔMAGO","CORAÇÃO","1","B",,"N","C"
2065,"DE ONDE É RETIRADO O TUTANO DO BOI?","COURO","PÊLO","OSSO","MÚSCULO","3","B",,"N","C"
2054,"DE ACORDO COM UMA DAS LEIS DE NEWTON, PARA CADA AÇÃO EXISTE UMA ...","REDUÇÃO","REAÇÃO","REVOLTA","MOTIVAÇÃO","2","B",,"N","C"
2053,"DA COMBUSTÃO DE QUE MATERIAL ORIGINA-SE O CARVÃO VEGETAL?","OSSOS","CARBONO","PETRÓLEO","MADEIRA","4","B",,"N","C"
2052,"COMO SE DENOMINA A INFLAMAÇÃO DA GENGIVA?","GÊNICO","GENICA","GENGIVITE","GENGIVAL","3","B",,"N","C"
2051,"COMO SE CHAMAM OS FILHOTES DE SAPO QUE SE ENCONTRAM EM FASE DE LARVA?","HETEROZIGOTOS","GIRINOS","ALEVINOS","ZIGOTOS","2","B",,"N","C"
2050,"ANESTESIA É A PERDA TOTAL OU PARCIAL DA...","SENSIBILIDADE","INSENSIBILIDADE","TONALIDADE","PROBABILIDADE","1","B",,"N","C"
2049,"DOR FORTE NA REGIÃO LOMBAR É CHAMADA DE:","LOMBEIRA","LOUÇÃO","LUMBAGO","LUTÉCIO","3","B",,"N","C"
2074,"A CAMADA DE OZÔNIO PROTEGE O PLANETA TERRA DE QUAL RADIAÇÃO?","VIOLETA","INFRAVERMELHA","VERDE","ULTRAVIOLETA","4","B",,"N","C"
2076,"ÁRVORE GENEALÓGICA É A REPRESENTAÇÃO GRÁFICA DE:","MAPAS","PLANTAS","PERFIL","ANTEPASSADOS","4","B",,"N","C"
2057,"A CINEMÁTICA E A DINÂMICA SÃO MATÉRIAS ESTUDADAS EM QUAL DISCIPLINA?","FÍSICA","QUÍMICA","GEOGRAFIA","HISTÓRIA","1","B",,"N","C"
2082,"A CHUVA DE GOTAS CONGELADAS RECEBE O NOME DE:","GRANIZO","ÁCIDA","METEOROS","PIROTÉCNICA","1","B",,"N","C"
2081,"A CANA-DE-AÇÚCAR PODE ORIGINAR QUAL COMBUSTÍVEL?","ÁLCOOL","GASOLINA","DIESEL","QUEROSENE","1","B",,"N","C"
2080,"A COMPENSAÇÃO POR PERDA É CHAMADA DE:","DÉFICIT","INDENIZAÇÃO","INDEXAÇÃO","INDÉBITO","2","B",,"N","C"
2079,"A BALEIA É...","MOLUSCO","MAMÍFERO","ANELÍDEO","CRUSTÁCIO","2","B",,"N","C"
2078,"A ÁGUA É COMPOSTA POR QUANTOS ÁTOMOS DE HIDROGÊNIO?","DOIS","UM","CINCO","SETE","1","B",,"N","C"
2077,"A ACUMULAÇÃO DE SANGUE LOCALIZADO RESULTANTE DE UMA LESÃO É CHAMADO DE:","HERESIA","HEMATOMA","HEMATITA","HEPATITE","2","B",,"N","C"
2066,"HERA É O NOME DE QUAL TIPO DE PLANTA?","TREPADEIRA","CARNÍVORA","ARTIFICIAL","AQUÁTICA","1","B",,"N","C"
2075,"A CHUVA DE PRATA  É UMA CHUVA...","PIROTÉCNICA","DE GRANIZO","TORRENCIAL","REFRESCANTE","1","B",,"N","C"
2084,"A POLUIÇÃO DOS RIOS É PRINCIPALMENTE PROVOCADA POR:","PROLIFERAÇÃO DE ALGAS","CHUVAS","DESPEJO DE RESÍDUOS INDUSTRIAIS","GRANDES EMBARCAÇÕES","3","B",,"N","C"
2073,"ALGO DIURÉTICO FACILITA A:","REPRODUÇÃO","DIURESE","RESPIRAÇÃO","FECUNDAÇÃO","2","B",,"N","C"
2072,"A UNIDADE QUE MEDE A CORRENTE ELÉTRICA É:","AMPÈRE","QUILÔMETRO","CANDELA","QUILO","1","B",,"N","C"
2071,"A TIREÓIDE É:","ÁTOMO","GLÂNDULA","MOLÉCULA","GLÓBULO","2","B",,"N","C"
2070,"A TABELA PERIÓDICA É USADA EM QUAL CIÊNCIA?","QUÍMICA","GEOGRAFIA","HISTÓRIA","MATEMÁTICA","1","B",,"N","C"
2069,"A SIDERURGIA É UMA TÉCNICA INDUSTRIAL VOLTADA PARA A FUNDIÇÃO DE:","RESINA","BÁRIO","FERRO","BROMO","3","B",,"N","C"
2068,"A SAÍDA VIOLENTA DE LAVA PELA CRATERA DE UM VULCÃO CHAMA-SE:","EROSÃO","EXTORSÃO","ERUDIÇÃO","ERUPÇÃO","4","B",,"N","C"
2039,"A QUAL GRUPO ANIMAL PERTENCE O CARACOL E A LESMA?","GASTRÓPODES","CRUSTÁCEOS","MAMÍFEROS","RÉPTIL","1","B",,"N","C"
2083,"ANGORÁ É UMA ESPÉCIE DE QUÊ?","CACHORRO","PORCO","CAVALO","GATO","4","B",,"N","C"
2055,"A PASSAGEM DO BOLO ALIMENTAR DA BOCA PARA O ESÔFAGO É CHAMADA DE:","COMBUSTÃO","DEGLUTIÇÃO","FECUNDAÇÃO","DEGLUTINAÇÃO","2","B",,"N","C"
2028,"A LUZ SOLAR CONVERTE ESTERÓIS EM QUAL VITAMINA?","VITAMINA C","VITAMINA A","VITAMINA B","VITAMINA D","4","B",,"N","C"
2027,"A LARINGE É UM ÓRGÃO RELACIONADO COM:","TATO","OLFATO","FONAÇÃO","PALADAR","3","B",,"N","C"
2026,"A INFLAMAÇÃO NA MUCOSA QUE REVESTE A PARTE INTERNA DAS PÁLPEBRAS, CHAMA-SE:","CONJUNTIVITE","AMIGDALITE","OTITE","CISTITE","1","B",,"N","C"
2025,"A FALTA DE QUAL VITAMINA, PROVOCA O ESCORBUTO?","VITAMINA  A","VITAMINA K","VITAMINA C","VITAMINA D","3","B",,"N","C"
2024,"A ENGUIA VERDADEIRA É UM TIPO DE:","PEIXE","CRUSTÁCEO","MOLUSCO","ARACNÍDEO","1","B",,"N","C"
2023,"A DISPNÉIA É UMA DIFICULDADE DE:","OUVIR","RESPIRAR","ALIMENTAR","FALAR","2","B",,"N","C"
2022,"A DEMOGRAFIA É A CIÊNCIA QUE REALIZA UM ESTUDO ESTATÍSTICO DE:","ÁRVORES","LAGOS","PESSOAS","GATOS","3","B",,"N","C"
2012,"A RINITE ATACA QUAL PARTE DO CORPO?","OUVIDO","NARIZ","BOCA","OLHO","2","B",,"N","C"
2020,"QUAL DESSES ANIMAIS É CONSIDERADO UM RUMINANTE?","RATO","MORCEGO","GIRAFA","CACHORRO","3","B",,"N","C"
2029,"QUAL CIÊNCIA INVESTIGA OS FENÔMENOS ATMOSFÉRICOS?","GEOLOGIA","METEOROLOGIA","ASTROLOGIA","CITOLOGIA","2","B",,"N","C"
2018,"QUAL A FÓRMULA QUIMICA DA ÁGUA ?","HO","H","H2O","HO2","3","B",,"N","C"
2017,"QUAL ANIMAL AQUÁTICO É USADO COMO ESPONJA DE BANHO?","OSTRA","ESPONJA","OURIÇO-DO-MAR","ESTRELA-DO-MAR","2","B",,"N","C"
2016,"QUAL ANIMAL COAXA?","SAPO","JACARÉ","BOI","PORCO","1","B",,"N","C"
